,label,email,label_num
1227,ham,"Subject: enron / hpl actuals for july 19 , 2000
teco tap 20 . 000 / enron ; 100 . 000 / iferc
ls hpl lsk ic 30 . 000 / enron",0
2981,ham,"Subject: re : feb 01 prod : sale to teco gas processing
there is a deal for february but for a different meter . deal 138095 for meter 6331 .
daren , did we purchase gas for meter 6884 for february ?
katherine herrera @ enron
04 / 04 / 2001 09 : 57 am
to : daren j farmer / hou / ect @ ect , julie meyers / hou / ect @ ect
cc : sherlyn schumack / hou / ect @ ect
subject : feb 01 prod : sale to teco gas processing
sale
deal # 235670
expired 12 / 00
julie -
this deal has expired for teco gas processing , but we did have a sale in 02 / 01 .
should this deal be extended ?
pls let me know , so that i can redraft the sale through unify .
katherine
5 - 8643
unable to draft volume in unify due to the expired deal ticket ;",0
2168,ham,"Subject: heads - up - tenaska iv partner ltd . - september 2000
hi guys ,
please do me and bob fisher in the transport settlements group a huge
favor . . . . . . please let us know when the txu / lonestar transport deals for
tenaska iv texas partners have been entered into path manager ( for september
2000 ) .
i am holding the transport invoice from txu / lonestar for september
2000 . . . . waiting to enter the "" actuals "" into our system for payment .
thanks ,
kathy : )",0
2032,ham,"Subject: eastrans nomination change effective 11 / 15 / 00
please decrease deliveries to eastrans to 0 mmbtu / dy effective 11 / 15 / 00 and
maintain at 0 until further notified .
the redeliveries will be 0 as well .
the fuels cotton valley gas will not be priced per the transaction
agreement for 11 / 15 / 00 - 11 / 30 / 00 . this gas will be sold to hpl at
$ 5 . 60 / mmbtu in a separate gas purchase agreement .",0
39,ham,"Subject: kerr mcgee : tomcat
hey joe ,
here ' s the response i got with regards to tomcat . i ' ve place another call
into david and let him know that the information we received included most
points except for tomcat . i ' ll keep you informed .
what i know is that the gas is sourced at mi 587 and moved on km ' s firm
contract . for as long as ces remembers , they sell the gas to entex . entex
chooses the pipe off which they take - - usually midcon - - also , hpl channel , or
tejas . km is invoiced directly . volume is approx . 2395 . the deal with entex
is written up monthly . km pays on a basket of indices . entex pays on the
highest index .
ami
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 21 / 99 09 : 32
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 21 / 99 09 : 18 : 12 am
to : ami chokshi / corp / enron @ enron
cc :
subject : re :
the response i got from our risk desk was that your structuring group has
already been provided all of this information . . . so you probably need to
check
with them . my guess would be tetco stx is where the tomcat gas belongs .
david",0
972,ham,"Subject: saxet thompsonville - shut - in gas
daren ,
fyi . saxet thompsonville meter # 9794 will be shut - in 4 to 8 hours on 6 / 22 .
bob",0
3270,ham,"Subject: re : cowtrap allocation - 4 / 01
i ' m trying to get this to pull through to unify for payment to spinnaker . volume management shows "" no detail "" .
sitara indicated 685 mmbut 4 / 1 - 4 / 30 expected .
who needs to talk to who to get this fixed .
payment must be set up by noon 5 / 24 / 01 for prompt payment to spinnaker .
thank you and please advise .
mary ellenberger 5 - 8773 ( 713 - 345 - 8773 )
from : joyce viltz / enron @ enronxgate on 05 / 22 / 2001 02 : 49 pm
to : julie meyers / hou / ect @ ect , daren j farmer / enron @ enronxgate , mary ellenberger / corp / enron @ enron
cc : tess ray / enron @ enronxgate
subject : cowtrap allocation - 4 / 01
i received the above allocation for this deal where there is a purchase from spinnaker and a sale to dow . the volumes have not be actualized so there is nothing in volume management . can one of you look into this and get back to me .
thanks ,
joyce",0
329,ham,"Subject: hgpl and kgpl - 3 rivers gas
based on the conversation we had at the meeting last thursday , i am
implementing the following changes to humble gas pipeline and king ranch gas
plant . if you disagree or feel you had a different understanding than the
items below , please be sure to call me asap .
1 . input hplc purchase from hplr liquids at meter 8793 ( hpl / hgpl ) . remove
the 3 rivers gas from the interconnect ticket and input on
the purchase deal .
2 . input hplc sale to hplr liquids at meters 9643 ( kgpl / hpl ) and 12
( kgpl / hgpl ) . remove 3 rivers volumes from the interconnect tickets
at these meters and input on the sales deals appropriately .
3 . change swing parameters for the king ranch contracts to swing on cage
ranch before swinging on 3 rivers gas . this will hopefully allow
the sale for 3 rivers gas to remain at one meter as much as possible .
i will hopefully have all of these changes made by the end of the day , and
have all contracts repathed . it is my understanding that we are implementing
these changes effective feb . lst .
stella , this may or may not effect repathing of the hplc gas at meter 9643 ,
based on the swing parameters that you have been using .
thank you .",0
2056,ham,"Subject: shoreline gas inc . , buhler central point
fyi .
bob
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 11 / 16 / 2000 11 : 51
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
vance l taylor
11 / 16 / 2000 09 : 16 am
to : robert cotten / hou / ect @ ect
cc : lisa hesse / hou / ect @ ect , julie meyers / hou / ect @ ect , cynthia
hakemack / hou / ect @ ect , donald p reinhardt / hou / ect @ ect , susan
smith / hou / ect @ ect , joanne harris / na / enron @ enron , christy sweeney / hou / ect @ ect ,
melissa graves / hou / ect @ ect
subject : shoreline gas inc . , buhler central point
bob ,
the following production is now on - line and a ticket should be created and
entered into sitara based on the following :
counterparty meter volumes price period global no .
shoreline gas , inc . 9860 1 , 000 mmbtu / d 100 % gas daily less $ 0 . 16 10 / 4 -
10 / 31 96052055
100 % if / hsc less $ 0 . 16 11 / 1 - 11 / 30 96052055
fyi , susan will create and submit a committed reserves firm ticket for the
remaining term of the deal beginning with the month of december .
additionally , this is a producer svcs . deal and should be tracked in the im
wellhead portfolio . . . attached to the gathering contract .
thanks ,
vlt
x 3 - 6353
- - - - - - - - - - - - - - - - - - - - - - forwarded by vance l taylor / hou / ect on 11 / 08 / 2000
03 : 15 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : esther buckley 11 / 08 / 2000 02 : 20 pm
to : molly l carriere / hou / ect @ ect , clem cernosek / hou / ect @ ect , donna
consemiu / hou / ect @ ect , robert cook / hou / ect @ ect , howard b camp / hou / ect @ ect ,
lisa hesse / hou / ect @ ect , nathan l hlavaty / hou / ect @ ect , wayne e
lightfoot / hou / ect @ ect , james mckay / hou / ect @ ect , mary m smith / hou / ect @ ect ,
steve hpl schneider / hou / ect @ ect , melissa graves / hou / ect @ ect , michael
walters / hou / ect @ ect , eric wardle / hou / ect @ ect , jill t zivley / hou / ect @ ect , mary
jo johnson / hou / ect @ ect , rita wynne / hou / ect @ ect , lauri a allen / hou / ect @ ect ,
cheryl jones / gpgfin / enron @ enron , reid hansen / gco / enron @ enron , darron c
giron / hou / ect @ ect , o ' neal d winfree / hou / ect @ ect , susan smith / hou / ect @ ect ,
gary bryan / hou / ect @ ect , gary a hanks / hou / ect @ ect , donald p
reinhardt / hou / ect @ ect , vance l taylor / hou / ect @ ect , david
baumbach / hou / ect @ ect , robert cotten / hou / ect @ ect , brian m riley / hou / ect @ ect ,
jeffrey austin / hou / ees @ ees , cynthia hakemack / hou / ect @ ect , dawn c
kenne / hou / ect @ ect , lisa csikos / hou / ect @ ect , kristen j hanson / hou / ect @ ect , j r
fosdick / gco / enron @ enron , carlos j rodriguez / hou / ect @ ect , stephanie
gomes / hou / ect @ ect , pat clynes / corp / enron @ enron , tom acton / corp / enron @ enron ,
robert walker / hou / ect @ ect , george weissman / hou / ect @ ect , joanne
harris / na / enron @ enron , christy sweeney / hou / ect @ ect , earl tisdale / hou / ect @ ect
cc :
subject : shoreline gas inc . , buhler central point
please see attached file for the turn on .",0
444,ham,"Subject: well head
stacy , bill moore from texaco called and the well at meter 9826 which came
on at the beginning of the month at 2 , 000 a day has dropped of to 1 , 200 a
day . bill would like to change the nom to 900 so we balance for the month .
let me know what you think and i ' ll get back with him .",0
1660,ham,"Subject: revised again : revised : eastrans nomination change effective
9 / 23 / 00
effective 9 / 23 / 00 and continue until further notified the deliveries into
eastrans is 30000 mmbtu / dy .
the redeliveries will be 7400 from fuels cotton valley
22600 to pg & e .
sorry for the confusion .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
09 / 22 / 2000 03 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 22 / 2000 02 : 44 pm
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
briley @ enron . com , dfarmer @ enron . com , carlos . j . rodriguez @ enron . com ,
sharon beemer / ftworth / pefs / pec @ pec , connie
wester / easttexas / pefs / pec @ pec , ronald c . douglas / gcs / cec / pec @ pec ,
daniel c rider / houston / pefs / pec @ pec
cc :
subject : revised : eastrans nomination change effective 9 / 23 / 00
please disregard the memo below and continue to keep eastrans deliveries at
zero ( 0 ) until further notified .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
09 / 22 / 2000 02 : 40 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 22 / 2000 09 : 00 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , william e . speckels / gcs / cec / pec @ pec ,
donna c . spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec ,
briley @ enron . com , dfarmer @ enron . com , carlos . j . rodriguez @ enron . com ,
sharon beemer / ftworth / pefs / pec @ pec , connie
wester / easttexas / pefs / pec @ pec , ronald c . douglas / gcs / cec / pec @ pec ,
daniel c rider / houston / pefs / pec @ pec
cc :
subject : eastrans nomination change effective 9 / 23 / 00
please increase deliveries into eastrans to 30 , 000 mmbtu / dy effective
9 / 23 / 00 and continue until further notified .
the redeliveries will be :
7400 from fuels cotton valley
22600 to pg & e",0
2194,ham,"Subject: 10 / 2000 - days 6 and 19 ( 98 - 0439 )
the above referenced days have been placed on strangers gas due to ( i guess )
the meter not being turned off in time . the day prior to each of these days
that are assessed to strangers gas , the only active k is the hpl 216 .
can these deals be rolled to cover these couple of days ?
thanks
- jackie -
3 - 9497",0
2308,ham,"Subject: enron avails - jan , 2001 revised
fyi
beverly
- - - - - - - - - - - - - - - - - - - - - - forwarded by beverly beaty / hou / ect on 12 / 28 / 2000 10 : 27
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" victor haley ""
12 / 28 / 2000 11 : 24 am
to :
cc :
subject : enron avails - jan , 2001 revised
enron avails - jan , 2001 revised
- enronavailsol 01 . xls",0
22,ham,"Subject: pennzenergy property details
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 17 / 99 04 : 03
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 14 / 99 10 : 56 : 01 am
to : ami chokshi / corp / enron @ enron
cc :
subject : pennzenergy property details
ami , attached is some more details on the devon south texas properties . let
me
know if you have any questions .
david
- devon stx . xls",0
2305,ham,"Subject: enron actuals for dec . 27 , 2000
dec . 27 , 2000
teco tap 30 . 000 / enron ; 120 . 000 / hpl gas daily
lsp hpl katy i / c 30 . 000 / enron",0
1499,ham,"Subject: re : new sitara desk request _ ena - im cleburne _ gcp response
hello scott ,
your request is complete as follows :
portfolio :
cp / id 84078 ena - im cleburne
cpr record :
cp / id 84079 ena - im cleburne
ba / id 84079
rgds .
samuel x 3 - 9890
( gcp _ ena )
from : scott mills 08 / 30 / 2000 08 : 27 am
to : samuel schott / hou / ect @ ect , richard elwood / hou / ect @ ect , debbie r
brackett / hou / ect @ ect , judy rose / hou / ect @ ect , vanessa
schulte / corp / enron @ enron , david baumbach / hou / ect @ ect , daren j
farmer / hou / ect @ ect , dave nommensen / hou / ect @ ect , donna greif / hou / ect @ ect ,
shawna johnson / corp / enron @ enron , russ severson / hou / ect @ ect
cc :
subject : new sitara desk request
this needs to be available in production by early afternoon . sorry for the
short notice .
srm ( x 33548 )",0
2147,ham,"Subject: revised buyback
the marathon - ashland deal has been added .
julie",0
3285,ham,"Subject: hpl nom for may 25 , 2001
( see attached file : hplno 525 . xls )
- hplno 525 . xls",0
3222,ham,"Subject: hpl nom for may 11 , 2001
( see attached file : hplno 511 . xls )
- hplno 511 . xls",0
3611,ham,"Subject: epgt
mike :
i have terminated about 12 to 13 inactive inter pipe / internal pools effective 12 / 01 / 01 . there are several other inactive pools which i did not eliminate because
they had balances in it .
i also spoke to jim tobacco at epgt for at least an hour or so , going over every line item which was rejected , please get with me once you are back in the office
and i will go over the "" correct "" pathing procedures .
i met with richard and reviewed november transactions for epgt to determine if we could eliminate the external pools but unfortunately we cannot do this .
if we transport then we must use the external pool . however , you do not need to use internal pools but must use the imbalance pools which you are currently
using , therefore , i have terminated the internal pools .
please review the changes and let me know if this will work for you . .
i will be in touch with you after i meet with el paso .",0
2253,ham,"Subject: enron / hpl nom for december 20 , 2000
( see attached file : hplnl 220 . xls )
- hplnl 220 . xls",0
751,ham,"Subject: enron scheduled volumes - - - may 6 thru 8
- - - - - - - - - - - - - - - - - - - - - - forwarded by stacey neuweiler / hou / ect on 05 / 08 / 2000
11 : 46 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital & trade resources corp .
from : "" ibrom , lorraine ""
05 / 08 / 2000 10 : 22 am
to : "" ' stacey neuweiler ' ""
cc :
subject : enron scheduled volumes - - - may 6 thru 8
following is scheduled volumes on el paso under enron ' s k # 5095 - 037 .
date package # volume delivered to teco
5 / 6 9 e 3 x 16 , 495
9 j 6 z 2 , 759 19 , 061
5 / 7 9 e 3 x 15 , 689
9 j 6 z 2 , 243 17 , 753
5 / 8 9 e 3 x 13 , 752
9 j 6 z 2 , 799 16 , 385
pg & e gas transmission texas and any other company referenced herein which
uses the pg & e name or logo are not the same company as pacific gas and
electric company , the california utility . these companies are not regulated
by the california public utilities commission , and customers do not have to
buy products from these companies in order to continue to receive quality
regulated services from the utility .",0
689,ham,"Subject: so union
colorado river station 7000
total 5031 + 2100 + 2100 + 7000 = 16231
.
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 04 / 19 / 2000
04 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 04 / 19 / 2000 03 : 54 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : so union
tville
5031 at tville i - . 02 for may
total 2100
2100
5031
9231
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 04 / 19 / 2000
03 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp .
from : ami chokshi 04 / 19 / 2000 01 : 58 pm
to : daren j farmer / hou / ect @ ect
cc :
subject :
southern union for may
2100 83 st
2100 port arthur
these are my estimates . the volumes for april at t - ville and colorado rs are
either spot or april only . janet does not know about next month yet .
so , 5000 total is a safe assumption .",0
2694,ham,"Subject: re : physical storage
we don ' t have storage on pg & e do we ? i think that is park and lend . what do
you think ? i have put together the schedules for spindletop and bammel .
dave
- - - - - - - - - - - - - - - - - - - - - - forwarded by david baumbach / hou / ect on 03 / 12 / 2001
01 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : jim pond @ enron 03 / 12 / 2001 12 : 47 pm
to : darron c giron / hou / ect @ ect , kam keiser / hou / ect @ ect , phillip m
love / hou / ect @ ect , david baumbach / hou / ect @ ect , john valdes / hou / ect @ ect , kimat
singla / hou / ect @ ect
cc : greg whiting / corp / enron @ enron
subject : re : physical storage
please provide the information requested below as soon as possible .
improvement in this process will help minimize flash - to - actual variances .
to : darron c giron / hou / ect @ ect , kam keiser / hou / ect @ ect , phillip m
love / hou / ect @ ect , david baumbach / hou / ect @ ect
cc : john valdes / hou / ect @ ect , kimat singla / hou / ect @ ect
subject : re : physical storage
has any progress been made on this ? so far , i have only received information
on cove point .
we show that there is physical storage on the following pipelines :
central - mid continent , moss bluff , ngpl , and reliant .
texas - bammel , centana , and pg & e texas pipeline .
west - colorado , pg & e ( one contract ) , pg & e gas transmission northwest ,
questar , and williston
east - cove point , dominion , columbia gas , gulf south ( koch ) , national fuel ,
sonat , tennessee , transco , egan , and napoleonville .
sithe - union
please provide the requested information below .
thanks for your help in this matter .
to : darron c giron / hou / ect @ ect , kam keiser / hou / ect @ ect , phillip m
love / hou / ect @ ect , david baumbach / hou / ect @ ect
cc : john valdes / hou / ect @ ect
subject : physical storage
gas accounting is initiating a project to ensure consistent treatment of
physical storage between flash and the gl . to that end , please provide the
book codes and cost of inventory schedules that you have for each of the
physical storage facilities . we will also need what you show as the 1 / 31 / 01
inventory balance for each .
david ,
i believe that we already have the information for bammel . please provide
the info for other texas desk storage , if any .
i would like to have this information as soon as possible .
thanks , everyone .",0
3083,ham,"Subject: re : fw : king ranch balancing . xls
in looking at the mtd prod . vs . nom numbers , we have consistently been under nominated by about 2 , 000 / day at three rivers and 2 , 000 / day at the saxet well . we are making our imbalance worse , cumulative . we need to update our forward position and our nomination by 4 , 000 / day to stay in balance to entitlements .
mary",0
42,ham,"Subject: out of the office
i will be out of the office beginning thursday , 12 / 24 , returning on tuesday ,
1 / 4 . in my absence , i have asked steve venturatos to be the point person for
texas operations .
i realize that many of you will be working over the new year ' s week - end to
ensure a smooth transaction into the new year . in advance , i truly
appreciate all of the efforts . additionally , i would like to be kept
informed on any critical issues , mainly so that i have no surprises when i
return . therefore , i have provided numbers below where i can be reached . i
will leave it to your discretion as to whether you call me or leave me a
voice mail in the office . as you all know , i would rather be informed than
surprised !
pager 877 - 497 - 3757
cellular 713 - 417 - 2995
home 970 - 920 - 2293 &
970 - 920 - 2294
thanks to each of you for your dedication . i hope each of you have a
wonderful and safe holiday !",0
2045,ham,"Subject: enron / hpl noms for november 16 , 2000
( see attached file : hplnl 116 . xls )
- hplnl 116 . xls",0
2719,ham,"Subject: hpl nom for march 15 , 2001
( see attached file : hplno 315 . xls )
- hplno 315 . xls",0
390,ham,"Subject: organizational announcement
please note the following organizational changes in enron corp and enron
north america .
wanda curry is joining the corporate accounting team working with rick causey
on special projects including certain retail and broadband accounting
initiatives . we thank wanda for her significant contributions to ena in both
the planning and reporting function , as well as transaction support
activities . she played a key role in making 1999 a successful year at ena .
wes colwell will join ena to lead both the planning and reporting and the
transaction support accounting functions . wes joined enron in 1999 and made
key contributions setting up a company - wide accounting transaction support
team which assists each of enron  , s business units on critical issues and
deals .
rodney faldyn rejoins enron from azurix to continue to build the corporate
accounting transaction support team . rodney will continue the effort to grow
this team and take on the management of key accounting matters that impact
enron .
these changes will be effective immediately with a transition period during
march . please join us in congratulating wanda , wes and rodney on their new
roles .",0
1338,ham,"Subject: enron / hpl actuals for august 3 , 2000
teco tap 20 . 000 / enron ; 91 . 667 / hpl iferc
ls hpl lsk ic 20 . 000 / enron",0
3460,ham,"Subject: kaf storage project
as requested , this is the summary of what we have discussed regarding kaf deal .
scenario 1 :
hpl nominates 6 , 200 mmbtu / day , apr ' 02 - may ' 02 , ( 409 , 000 mmbtu total ) of their south texas production into the kathleen anne field in wilson county , tx . and enron replaces this same volume in the location of their choice .
scenario 2 :
scenario 1 plus ena sells hpl 500 , 000 mmbtu of storage service with an injection rate of approximately 15 , 000 mmbtu / day and a withdraw rate of 37 , 500 mmbtu / day to help them serve the swing on the tuffco contract .
notes : the field is not yet connected to hpl , but will be .
thanks for your help .
george huan
gas structuring",0
1879,ham,"Subject: just wanted to say goodbye . i truly appreciate all you ' ve done for me . you ' ve
been a great manager . i hope you ' ll keep in touch and let me know if you are
ever in san francisco . good luck with whatever you decide to do .
take care ,
ami",0
2283,ham,"Subject: weekend activities
here is the weekend calls
sat . dec 23
9 : 45 am bruce at pg & e called with some cuts . i called eddie
and informed per his request due to the deep cut at 9 g 96 .
9 gd 5 was cut from 16495 to 16488 . they parked the cut for us .
9 g 96 was cut from 45000 to 38092 . bruce and eddie worked out a
deal on that .
10 : 00 am daren farmer called requesting that we move the
miles / bayer gas from the plants at meters 988056 and 981550 to the katy tail
gate due to wet gas . i called lee papayoti and rick tiotrowski from bayer
to inform of the move and to get bayer to nom with midcon . called jackie
young and she was already and her way to the office for other reasons and
she kindly renomed and resent the nom the tailgate for me . thank you
jackie for your kindness .
10 : 20 am bruce at pg & e called again with some cuts at channel
due to el paso .
980584 agua dulce was cut from ( on the channel transport ) 21964 to 16884
for a new point total of 50156 . old point total was 45076 .
called gas control and asked them to call channel ' s gas control and
confirm . called sabrae to inform .
3 : 30 pm bruce called again with more cuts
980584 aqua dulce as cut again on the channel transport . 16884 was cut to
16275 for a new point total 50765 . called gas control and informed of the
cuts and asked them to call channel ' s gas control
who 34 was cut from 38092 to 37412 . they parked 4575 for us . called
eddie to inform .
sun . dec 24
9 : 30 am bruce from pge called with the cuts .
who 34 was cut from 16495 to 16358 bruce matched the cut on the receipt
9 g 96 was cut from 45000 to 41298 the cut was parked
980584 aqua dulce was cut from 21964 to 8000 for new point total of
59040 . ( channel transport )
986040 riverside was cut from 13964 to 12930 fro a new point total of
38061 ( channel transport ) . gas control was called on both these meters and
informed of the new numbers and asked to call channels gas control to
confirm .
10 : 00 am sam from gas control called and informed me that the bayer plants
didn ' t want to take any gas from hpl due to the water content . the tail
gate still had the intraday change in place and so does midcon apparently
so were rolling the move another day . lee said yesterday that he didn ' t
care were they get the gas . we will true up pops for the tailgate on tues .
3 : 30 pm bruce pge cutl again .
9 dwe was cut from 10000 down to 6988
9 g 96 was cut from 45000 down to the 41298 bruce parked the gas for us .
mon . dec . 25
9 : 30 am cindy pge called with the cuts .
9 gd 5 was cut from 16495 down to 16259
9 g 96 was cut from 45000 to 43127
980584 aqua dulce was cut an the channel transport form 21964 to 11864 .
new point total was 55176 . called gas control and informed them of the new
total and asked them to confirm with channel ' s gas control .
10 : 00 pm again sam called and said we need to keep milles / bayer at the tail
gate due to high water content . so we did . we will need to update pops .
1 : 00 pm marilyn from oasis called with some cuts . a 10000 and
a 5000 package was cut going to anp tao 020 . i called mark and he said t
l move the 10000 back haul to hpl which i did . the 5000 duke gas we
moved over to 5896 and will move to back to hpl on our 202 contract .
marilyn said there will be a 1 % fuel and a 4 cent change but we could pay
the fuel at another time or use it against the imbalance so she confirmed the
full 5000 . new meter total is 49765 .
4 : 00 pm cindy pge called with more cuts
96 d 5 was cut from 16259 to 16100
9 g 96 was cut from 45000 to 36215 . cindy said that they would not park the
gas this time for us . i called eddie to inform and he said he would call
cindy and dazzle her with his charm and wit and fix the problem . well that
didn ' t work so we ended up moving it from teco on the mid tex line to 8740
on hpl .",0
2624,ham,"Subject: enron / hpl nom for february 24 - 26 , 2001 and revision # 2 for 2 - 23
- 01
( see attached file : hplno 224 . xls ) ( see attached file :
hplno 223 . xls )
- hplno 224 . xls
- hplno 223 . xls",0
1772,ham,"Subject: july pricing discrepancy : sell to tenaska marketing , deal # 399791
daren -
sell to tenaska marketing
july deal # 399791
tenaska is indicating that the sale for july 2000 should be priced at $ 3 . 56 .
could you confirm our sale price should have been $ 3 . 58 ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by katherine herrera / corp / enron on
10 / 05 / 2000 08 : 03 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
kristen j hanson @ ect
09 / 15 / 2000 09 : 37 am
to : katherine herrera / corp / enron @ enron
cc :
subject : re : cleburne plant
fyi - the purchase invoices have arrived and were given to megan . please feel
free to call darren with any questions .
thanks ,
kris
daren j farmer
09 / 13 / 2000 04 : 01 pm
to : rita wynne / hou / ect @ ect , kristen j hanson / hou / ect @ ect , pat
clynes / corp / enron @ enron , julie meyers / hou / ect @ ect , bob m hall / na / enron @ enron ,
david baumbach / hou / ect @ ect , steve jackson / hou / ect @ ect , mark
mccoy / corp / enron @ enron
cc :
subject : cleburne plant
well , folks , the cleburne deal has started . the deal has not been finalized
through legal . however , we were able to "" get between "" a few deals and make
some money before we finalized it . the cleburne plant was down 7 / 31 - 8 / 7 and
8 / 31 . on these dates , we bought gas from tenaska iv texas partners and sold
to anp and tenaska marketing . because things were not set up , i could not
enter the deals until now . please review the following deals and settle with
the customers .
buy from tenaska iv
july 399763
aug 399773
sell to tenaska marketing
july 399791
aug 399797
sell to anp
aug 399814
the trading desk these are on is "" ena - im cleburne "" .
kris - i have forwarded invoices from tenaska iv to you via intercompany
mail . ( i received both invoices this week )
i am sure there are questions , just give me a call . tanks .
d",0
3249,ham,"Subject: hpl nom for may 19 - 21 , 2001
( see attached file : hplno 519 . xls )
- hplno 519 . xls",0
2394,ham,"Subject: hpl nom for january 13 , 2001
( see attached file : hplnol 13 . xls )
- hplnol 13 . xls",0
3561,ham,"Subject: pipeline nominations away from the office .
these troubled times mandate that enron take a fresh look at our contingency plans for conducting business away from the office . bob superty has asked me to put together a survey on processes and equipment that could be used if schedulers could not get into the office and use normal business processes and resources .
please forward this memo and ask your respective schedulers to take a moment to fill in the requested data from your desk spreadsheets below . we would like to have all responses received before november lst .
please e - mail all responses to richard pinion with an updated excel spreadsheet attached . i will put together a master sheet from the individual replies .
thx
richard pinion",0
2334,ham,"Subject: hpl nom for january 5 , 2001
( see attached file : hplnol 05 . xls )
- hplnol 05 . xls",0
406,ham,"Subject: fwd : wazzzup 2 nd version
- - - - - - - - - - - - - - - - - - - - - - forwarded by tori kuykendall / hou / ect on 03 / 03 / 2000
12 : 32 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : garrett tripp 03 / 03 / 2000 11 : 28 am
to : mike grigsby / hou / ect @ ect , tori kuykendall / hou / ect @ ect , frank
ermis / hou / ect @ ect , matthew lenhart / hou / ect @ ect
cc :
subject : fwd : wazzzup 2 nd version
- - - - - - - - - - - - - - - - - - - - - - forwarded by garrett tripp / pdx / ect on 03 / 03 / 2000 11 : 23
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
carla hoffman
03 / 03 / 2000 08 : 05 am
to : cara semperger / pdx / ect @ ect , garrett tripp , phillip platter / hou / ect @ ect ,
julie sarnowski / hou / ect @ ect
cc :
subject : fwd : wazzzup 2 nd version
- - - - - - - - - - - - - - - - - - - - - - forwarded by carla hoffman / pdx / ect on 03 / 03 / 2000 08 : 08
am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron capital 3 mar 2000 15 : 46 : 45 - 0000
received : from smtp - 165 . 97 . 10 . 16 by mail 2 . hayboonet . com with microsoft
smtpsvc ( 5 . 5 . 1774 . 114 . 11 ) ; fri , 3 mar 2000 09 : 39 : 23 - 0600
received : from mail . haynesboone . com ( [ 165 . 97 . 9 . 8 ] ) by 165 . 97 . 10 . 16 ( norton
antivirus for internet email gateways 1 . 0 ) ; fri , 03 mar 2000 15 : 55 : 32 0000
( gmt )
received : from dallas - message _ server by mail . haynesboone . com with
novell _ groupwise ; fri , 03 mar 2000 09 : 41 : 20 - 0600
message - id :
x - mailer : novell groupwise internet agent 5 . 5 . 2 . 1
date : fri , 03 mar 2000 09 : 40 : 31 - 0600
from : "" david mcinturff ""
to : "" scot crilly "" ,
, , ,
, , ,
subject : wazzzup 2 nd version
mime - version : 1 . 0
content - type : multipart / mixed ; boundary = "" = _ 025 b 8830 . 1 f 7 el 420 ""
return - path : mcintud @ haynesboone . com
content - length : 1722030
too damn funny
- waz . avi",0
1476,ham,"Subject: eastrans september first of the month nominations
effective 9 / 1 / 00 deliveries to eastrans is 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
21500 to pg & e",0
3468,ham,"Subject: teco _ gas _ issues . xls
here a preliminary list of items that need our attention . if any of you have action items that need attention please add them to the list and forward the list back to me .",0
